ประเภทรถไฟ,เส้นทางต้นทาง,รหัสสถานีต้นทาง,สถานีต้นทาง,เส้นทางปลายทาง,รหัสสถานีปลายทาง,สถานีปลายทาง,ค่าโดยสารหน่วยบาท,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสุขุมวิท,E20,Srinagarindra,62,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสุขุมวิท,E21,Phraek Sa,62,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสุขุมวิท,E22,Sai Luat,62,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสุขุมวิท,E23,Kheha,62,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,W1,National Stadium,62,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S1,Ratchadamri,58,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S2,Sala Daeng,55,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S3,Chong Nonsi,50,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S4,Saint Louis,47,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S5,Surasak,43,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S6,Saphan Taksin,32,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S7,Krung Thon Buri,32,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S8,Wongwian Yai,15,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S9,Pho Nimit,15,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S10,Talat Phlu,15,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S11,Wutthakat,15,,
รถไฟฟ้า ,สายสีลม,S12,Bang Wa,สายสีลม,S12,Bang Wa,15,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RN10,Rangsit,12,รูปรหัสสถานี,https://www.ddproperty.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%B2%E0%B8%A2/%E0%B8%A3%E0%B8%96%E0%B9%84%E0%B8%9F%E0%B8%9F%E0%B9%89%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A2%E0%B8%AA%E0%B8%B5%E0%B9%81%E0%B8%94%E0%B8%87-%E0%B8%AD%E0%B8%AA%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%B2-%E0%B8%8A%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B9%80%E0%B8%95%E0%B9%87%E0%B8%A1-21425
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RN09,Lak Hok,17,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RN08,Don Mueang,26,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RN07,Kan Kheha,29,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RN06,Lak Si,32,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RN05,Thung Song Hong,36,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RN04,Bang Khen,38,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RN03,Wat Samian Nari,40,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RN02,Chatuchak,42,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RN01,Central Bangsue,42,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RW02,Bang Son,42,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RW05,Bang Bamru,42,,
รถไฟฟ้า ,สายสีแดง,RN10,Rangsit,สายสีแดง,RW06,Taling Chan,42,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RN10,Rangsit,17,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RN09,Lak Hok,12,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RN08,Don Mueang,21,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RN07,Kan Kheha,24,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RN06,Lak Si,27,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RN05,Thung Song Hong,32,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RN04,Bang Khen,34,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RN03,Wat Samian Nari,35,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RN02,Chatuchak,38,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RN01,Central Bangsue,42,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RW02,Bang Son,42,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RW05,Bang Bamru,42,,
รถไฟฟ้า ,สายสีแดง,RN09,Lak Hok,สายสีแดง,RW06,Taling Chan,42,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RN10,Rangsit,26,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RN09,Lak Hok,21,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RN08,Don Mueang,12,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RN07,Kan Kheha,15,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RN06,Lak Si,18,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RN05,Thung Song Hong,23,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RN04,Bang Khen,25,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RN03,Wat Samian Nari,26,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RN02,Chatuchak,29,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RN01,Central Bangsue,33,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RW02,Bang Son,39,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RW05,Bang Bamru,42,,
รถไฟฟ้า ,สายสีแดง,RN08,Don Mueang,สายสีแดง,RW06,Taling Chan,42,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RN10,Rangsit,29,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RN09,Lak Hok,24,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RN08,Don Mueang,15,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RN07,Kan Kheha,12,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RN06,Lak Si,15,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RN05,Thung Song Hong,20,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RN04,Bang Khen,22,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RN03,Wat Samian Nari,23,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RN02,Chatuchak,26,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RN01,Central Bangsue,30,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RW02,Bang Son,36,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RW05,Bang Bamru,42,,
รถไฟฟ้า ,สายสีแดง,RN07,Kan Kheha,สายสีแดง,RW06,Taling Chan,42,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RN10,Rangsit,32,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RN09,Lak Hok,27,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RN08,Don Mueang,18,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RN07,Kan Kheha,15,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RN06,Lak Si,12,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RN05,Thung Song Hong,17,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RN04,Bang Khen,19,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RN03,Wat Samian Nari,20,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RN02,Chatuchak,23,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RN01,Central Bangsue,27,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RW02,Bang Son,33,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RW05,Bang Bamru,42,,
รถไฟฟ้า ,สายสีแดง,RN06,Lak Si,สายสีแดง,RW06,Taling Chan,42,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RN10,Rangsit,36,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RN09,Lak Hok,32,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RN08,Don Mueang,23,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RN07,Kan Kheha,20,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RN06,Lak Si,17,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RN05,Thung Song Hong,12,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RN04,Bang Khen,14,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RN03,Wat Samian Nari,16,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RN02,Chatuchak,19,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RN01,Central Bangsue,23,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RW02,Bang Son,29,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RW05,Bang Bamru,39,,
รถไฟฟ้า ,สายสีแดง,RN05,Thung Song Hong,สายสีแดง,RW06,Taling Chan,42,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RN10,Rangsit,38,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RN09,Lak Hok,34,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RN08,Don Mueang,25,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RN07,Kan Kheha,22,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RN06,Lak Si,19,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RN05,Thung Song Hong,14,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RN04,Bang Khen,12,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RN03,Wat Samian Nari,14,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RN02,Chatuchak,17,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RN01,Central Bangsue,20,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RW02,Bang Son,26,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RW05,Bang Bamru,37,,
รถไฟฟ้า ,สายสีแดง,RN04,Bang Khen,สายสีแดง,RW06,Taling Chan,42,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RN10,Rangsit,40,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RN09,Lak Hok,35,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RN08,Don Mueang,26,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RN07,Kan Kheha,23,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RN06,Lak Si,20,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RN05,Thung Song Hong,16,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RN04,Bang Khen,14,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RN03,Wat Samian Nari,12,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RN02,Chatuchak,15,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RN01,Central Bangsue,19,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RW02,Bang Son,25,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RW05,Bang Bamru,35,,
รถไฟฟ้า ,สายสีแดง,RN03,Wat Samian Nari,สายสีแดง,RW06,Taling Chan,41,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RN10,Rangsit,42,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RN09,Lak Hok,38,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RN08,Don Mueang,29,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RN07,Kan Kheha,26,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RN06,Lak Si,23,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RN05,Thung Song Hong,19,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RN04,Bang Khen,17,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RN03,Wat Samian Nari,15,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RN02,Chatuchak,12,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RN01,Central Bangsue,16,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RW02,Bang Son,22,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RW05,Bang Bamru,32,,
รถไฟฟ้า ,สายสีแดง,RN02,Chatuchak,สายสีแดง,RW06,Taling Chan,38,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RN10,Rangsit,42,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RN09,Lak Hok,42,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RN08,Don Mueang,33,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RN07,Kan Kheha,30,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RN06,Lak Si,27,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RN05,Thung Song Hong,23,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RN04,Bang Khen,20,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RN03,Wat Samian Nari,19,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RN02,Chatuchak,16,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RN01,Central Bangsue,12,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RW02,Bang Son,18,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RW05,Bang Bamru,29,,
รถไฟฟ้า ,สายสีแดง,RN01,Central Bangsue,สายสีแดง,RW06,Taling Chan,35,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RN10,Rangsit,42,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RN09,Lak Hok,42,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RN08,Don Mueang,39,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RN07,Kan Kheha,36,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RN06,Lak Si,33,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RN05,Thung Song Hong,29,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RN04,Bang Khen,26,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RN03,Wat Samian Nari,25,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RN02,Chatuchak,22,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RN01,Central Bangsue,18,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RW02,Bang Son,12,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RW05,Bang Bamru,23,,
รถไฟฟ้า ,สายสีแดง,RW02,Bang Son,สายสีแดง,RW06,Taling Chan,29,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RN10,Rangsit,42,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RN09,Lak Hok,42,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RN08,Don Mueang,42,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RN07,Kan Kheha,42,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RN06,Lak Si,42,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RN05,Thung Song Hong,39,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RN04,Bang Khen,37,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RN03,Wat Samian Nari,35,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RN02,Chatuchak,32,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RN01,Central Bangsue,29,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RW02,Bang Son,23,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RW05,Bang Bamru,12,,
รถไฟฟ้า ,สายสีแดง,RW05,Bang Bamru,สายสีแดง,RW06,Taling Chan,18,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RN10,Rangsit,42,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RN09,Lak Hok,42,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RN08,Don Mueang,42,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RN07,Kan Kheha,42,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RN06,Lak Si,42,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RN05,Thung Song Hong,42,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RN04,Bang Khen,42,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RN03,Wat Samian Nari,41,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RN02,Chatuchak,38,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RN01,Central Bangsue,35,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RW02,Bang Son,29,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RW05,Bang Bamru,18,,
รถไฟฟ้า ,สายสีแดง,RW06,Taling Chan,สายสีแดง,RW06,Taling Chan,12,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP01,คลองบางไผ่,14 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP02,ตลาดบางใหญ่,17 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP03,สามแยกบางใหญ่,20 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP04,บางพลู,23 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP05,บางรักใหญ่,25 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP06,บางรักน้อยท่าอิฐ,27 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP07,ไทรม้า,30 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP08,สะพานพระนั่งเกล้า,33 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP09,แยกนนทบุรี 1,36 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP10,บางกระสอ,38 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP11,ศูนย์ราชการนนทบุรี,40 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP12,กระทรวงสาธารณสุข,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP13,แยกติวานนท์,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP14,วงศ์สว่าง,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP15,บางซ่อน,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP01,คลองบางไผ่,สายสีม่วง,PP16,เตาปูน,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP01,คลองบางไผ่,17 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP02,ตลาดบางใหญ่,14 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP03,สามแยกบางใหญ่,17 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP04,บางพลู,20 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP05,บางรักใหญ่,22 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP06,บางรักน้อยท่าอิฐ,24 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP07,ไทรม้า,27 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP08,สะพานพระนั่งเกล้า,30 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP09,แยกนนทบุรี 1,33 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP10,บางกระสอ,35 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP11,ศูนย์ราชการนนทบุรี,37 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP12,กระทรวงสาธารณสุข,40 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP13,แยกติวานนท์,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP14,วงศ์สว่าง,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP15,บางซ่อน,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP02,ตลาดบางใหญ่,สายสีม่วง,PP16,เตาปูน,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP01,คลองบางไผ่,20 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP02,ตลาดบางใหญ่,17 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP03,สามแยกบางใหญ่,14 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP04,บางพลู,17 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP05,บางรักใหญ่,19 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP06,บางรักน้อยท่าอิฐ,21 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP07,ไทรม้า,24 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP08,สะพานพระนั่งเกล้า,27 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP09,แยกนนทบุรี 1,30 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP10,บางกระสอ,32 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP11,ศูนย์ราชการนนทบุรี,34 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP12,กระทรวงสาธารณสุข,37 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP13,แยกติวานนท์,39 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP14,วงศ์สว่าง,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP15,บางซ่อน,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP03,สามแยกบางใหญ่,สายสีม่วง,PP16,เตาปูน,42 ,,
รถไฟฟ้า ,สายสีม่วง,PP04,บางพลู,สายสีม่วง,PP01,คลองบางไผ่,23 ,,
